eval_type,window,stride,success,duration_seconds,worker_id,window_f1,word_f1,combined_iou,window_numeric,stride_numeric,stride_percentage
eval_by_0.05,window_1.9s,stride_1.8s,True,164.1878297328949,4,0.172,0.2857,0.0192,1.9,1.8,94.73684210526316
eval_by_0.05,window_2.0s,stride_1.05s,True,283.3703510761261,2,0.1663,0.3949,0.0221,2.0,1.05,52.5
eval_by_0.05,window_2.0s,stride_1.15s,True,284.1556787490845,4,0.1802,0.3672,0.0196,2.0,1.15,57.49999999999999
eval_by_0.05,window_2.0s,stride_1.1s,True,289.6567704677582,1,0.1658,0.3881,0.0212,2.0,1.1,55.00000000000001
eval_by_0.05,window_2.0s,stride_1.0s,True,303.01685523986816,3,0.1742,0.4017,0.0213,2.0,1.0,50.0
eval_by_0.05,window_2.0s,stride_1.25s,True,226.2995901107788,2,0.1745,0.3672,0.0215,2.0,1.25,62.5
eval_by_0.05,window_2.0s,stride_1.35s,True,241.067528963089,4,0.1816,0.3493,0.0193,2.0,1.35,67.5
eval_by_0.05,window_2.0s,stride_1.2s,True,257.9207253456116,3,0.1751,0.3636,0.021,2.0,1.2,60.0
eval_by_0.05,window_2.0s,stride_1.3s,True,247.16500687599185,1,0.1701,0.3529,0.02,2.0,1.3,65.0
eval_by_0.05,window_2.0s,stride_1.45s,True,182.58377075195312,2,0.1589,0.3125,0.0182,2.0,1.45,72.5
eval_by_0.05,window_2.0s,stride_1.55s,True,212.54163146018985,4,0.1594,0.3049,0.0182,2.0,1.55,77.5
eval_by_0.05,window_2.0s,stride_1.4s,True,225.85754799842837,3,0.1641,0.3237,0.0174,2.0,1.4,70.0
eval_by_0.05,window_2.0s,stride_1.5s,True,218.6488246917725,1,0.1689,0.32,0.0204,2.0,1.5,75.0
eval_by_0.05,window_2.0s,stride_1.65s,True,158.2722978591919,2,0.1851,0.3457,0.0186,2.0,1.65,82.5
eval_by_0.05,window_2.0s,stride_1.75s,True,191.22043824195865,4,0.1576,0.2857,0.018,2.0,1.75,87.5
eval_by_0.05,window_2.0s,stride_1.6s,True,200.91030883789065,3,0.1627,0.3049,0.0188,2.0,1.6,80.0
eval_by_0.05,window_2.0s,stride_1.7s,True,195.34816551208496,1,0.1746,0.2896,0.0178,2.0,1.7,85.0
eval_by_0.05,window_2.0s,stride_1.85s,True,151.1942491531372,2,0.1929,0.3237,0.0191,2.0,1.85,92.5
eval_by_0.05,window_2.0s,stride_1.8s,True,178.17978358268738,3,0.1723,0.2857,0.0182,2.0,1.8,90.0
eval_by_0.05,window_2.0s,stride_1.95s,True,175.16573667526245,4,0.1664,0.2779,0.0173,2.0,1.95,97.5
eval_by_0.05,window_2.0s,stride_1.9s,True,177.44643354415894,1,0.1664,0.2661,0.0163,2.0,1.9,95.0
eval_by_0.05,window_2.0s,stride_2.0s,True,162.8175446987152,2,0.1701,0.27,0.0168,2.0,2.0,100.0
eval_by_0.05,window_2.0s,stride_2.0s_sample,True,31.799073934555054,3,0.3333,0.0261,0.0011,2.0,2.0,100.0
eval_percent,window_0.3s,stride_100.0%,True,701.8313360214233,1,0.073,0.8964,0.2312,0.3,0.3,100.0
eval_percent,window_0.3s,stride_30.0%,True,2035.396013021469,3,0.0727,0.9825,0.1856,0.3,0.09,30.0
eval_percent,window_0.3s,stride_40.0%,True,1550.9394354820251,4,0.0723,0.9811,0.2108,0.3,0.12,40.0
eval_percent,window_0.3s,stride_20.0%,True,2808.8418843746185,2,0.0717,0.992,0.1711,0.3,0.06,20.0
eval_percent,window_0.3s,stride_50.0%,True,1194.9433398246765,1,0.0736,0.9686,0.2286,0.3,0.15,50.0
eval_percent,window_0.3s,stride_60.0%,True,1033.0482358932495,2,0.0712,0.9544,0.222,0.3,0.18,60.0
eval_percent,window_0.3s,stride_70.0%,True,866.758540391922,3,0.073,0.9382,0.2534,0.3,0.21,70.0
eval_percent,window_0.3s,stride_90.0%,True,728.2540330886841,1,0.0743,0.9059,0.2423,0.3,0.27,90.0
eval_percent,window_0.3s,stride_80.0%,True,795.6562180519104,4,0.0738,0.9322,0.249,0.3,0.24,80.0
eval_percent,window_0.4s,stride_100.0%,True,608.9330759048462,3,0.1003,0.8261,0.178,0.4,0.4,100.0
eval_percent,window_0.3s,stride_10.0%,True,5012.726710796356,4,0.0729,0.996,0.1328,0.3,0.03,10.0
eval_percent,window_0.4s,stride_30.0%,True,1623.9644894599917,1,0.1013,0.9658,0.1607,0.4,0.12,30.0
eval_percent,window_0.4s,stride_40.0%,True,1300.0001583099363,2,0.0998,0.9558,0.1688,0.4,0.16000000000000003,40.0
eval_percent,window_0.4s,stride_20.0%,True,2345.0159454345703,4,0.1003,0.977,0.1454,0.4,0.08000000000000002,20.0
eval_percent,window_0.4s,stride_70.0%,True,808.7034950256348,1,0.1011,0.9075,0.2049,0.4,0.27999999999999997,70.0
eval_percent,window_0.4s,stride_60.0%,True,896.483852148056,4,0.1015,0.9246,0.184,0.4,0.24,60.0
eval_percent,window_0.4s,stride_50.0%,True,1001.3291385173798,3,0.1007,0.9456,0.1878,0.4,0.2,50.0
eval_percent,window_0.5s,stride_100.0%,True,393.5531713962555,4,0.123,0.7707,0.145,0.5,0.5,100.0
eval_percent,window_0.4s,stride_80.0%,True,748.7170324325562,2,0.0984,0.875,0.1852,0.4,0.32000000000000006,80.0
eval_percent,window_0.4s,stride_10.0%,True,4362.038256883621,2,0.0994,0.9811,0.1312,0.4,0.04000000000000001,10.0
eval_percent,window_0.5s,stride_40.0%,True,989.2780184745787,3,0.1273,0.9246,0.1465,0.5,0.2,40.0
eval_percent,window_0.5s,stride_30.0%,True,1226.5809240341189,2,0.1261,0.9382,0.1387,0.5,0.15,30.0
eval_percent,window_0.5s,stride_20.0%,True,1667.2548949718475,1,0.1269,0.9615,0.1309,0.5,0.1,20.0
eval_percent,window_0.5s,stride_50.0%,True,726.3457622528076,4,0.1235,0.9012,0.1498,0.5,0.25,50.0
eval_percent,window_0.5s,stride_60.0%,True,637.1802496910095,1,0.1288,0.88,0.1553,0.5,0.3,60.0
eval_percent,window_0.5s,stride_70.0%,True,554.4453737735748,2,0.1259,0.8545,0.1561,0.5,0.35,70.0
eval_percent,window_0.5s,stride_80.0%,True,475.4339377880096,3,0.1273,0.8369,0.1597,0.5,0.4,80.0
eval_percent,window_0.5s,stride_90.0%,True,439.86283779144287,4,0.1243,0.8,0.1509,0.5,0.45,90.0
eval_percent,window_0.5s,stride_10.0%,True,3130.798814535141,3,0.1255,0.9714,0.1145,0.5,0.05,10.0
eval_percent,window_0.6s,stride_100.0%,True,352.7022864818573,2,0.1467,0.7077,0.1153,0.6,0.6,100.0
eval_percent,window_0.6s,stride_30.0%,True,1131.009052276611,4,0.1476,0.9043,0.1208,0.6,0.18,30.0
eval_percent,window_0.6s,stride_40.0%,True,889.0704760551453,1,0.1464,0.885,0.13,0.6,0.24,40.0
eval_percent,window_0.6s,stride_20.0%,True,1563.9738500118256,3,0.1472,0.9382,0.1164,0.6,0.12,20.0
eval_percent,window_0.6s,stride_60.0%,True,582.8679206371307,3,0.1463,0.8405,0.1325,0.6,0.36,60.0
eval_percent,window_0.6s,stride_50.0%,True,667.7104442119598,2,0.146,0.8614,0.1294,0.6,0.3,50.0
eval_percent,window_0.6s,stride_70.0%,True,475.2566430568695,4,0.1472,0.8113,0.1317,0.6,0.42,70.0
eval_percent,window_0.6s,stride_80.0%,True,449.8025612831116,1,0.137,0.7566,0.1201,0.6,0.48,80.0
eval_percent,window_0.6s,stride_90.0%,True,416.524135351181,2,0.152,0.7442,0.1273,0.6,0.54,90.0
eval_percent,window_0.7s,stride_100.0%,True,331.8381848335266,4,0.1485,0.6279,0.0889,0.7,0.7,100.0
eval_percent,window_0.6s,stride_10.0%,True,3096.9526755809784,1,0.1486,0.9572,0.1058,0.6,0.06,10.0
eval_percent,window_0.7s,stride_40.0%,True,880.1636984348297,3,0.1617,0.8387,0.1086,0.7,0.27999999999999997,40.0
eval_percent,window_0.7s,stride_30.0%,True,1092.4486215114594,2,0.1679,0.8817,0.1053,0.7,0.21,30.0
eval_percent,window_0.7s,stride_20.0%,True,1528.634837627411,1,0.1628,0.9012,0.099,0.7,0.13999999999999999,20.0
eval_percent,window_0.7s,stride_50.0%,True,655.9662446975708,4,0.1604,0.8132,0.1051,0.7,0.35,50.0
eval_percent,window_0.7s,stride_60.0%,True,574.8261263370514,1,0.1668,0.7846,0.1122,0.7,0.42,60.0
eval_percent,window_0.7s,stride_70.0%,True,483.103444814682,2,0.1611,0.7647,0.1084,0.7,0.48999999999999994,70.0
eval_percent,window_0.7s,stride_90.0%,True,412.859623670578,4,0.1732,0.7121,0.107,0.7,0.63,90.0
eval_percent,window_0.7s,stride_80.0%,True,447.0430290699005,3,0.1528,0.692,0.1033,0.7,0.5599999999999999,80.0
eval_percent,window_0.7s,stride_10.0%,True,2819.396194934845,3,0.1658,0.9307,0.0887,0.7,0.06999999999999999,10.0
eval_percent,window_0.8s,stride_100.0%,True,320.3610327243805,2,0.17,0.5922,0.0771,0.8,0.8,100.0
eval_percent,window_0.8s,stride_40.0%,True,789.7342340946198,1,0.1714,0.7904,0.0872,0.8,0.32000000000000006,40.0
eval_percent,window_0.8s,stride_30.0%,True,990.0286860466005,4,0.1744,0.8315,0.089,0.8,0.24,30.0
eval_percent,window_0.8s,stride_20.0%,True,1431.1413888931274,3,0.1728,0.8597,0.0844,0.8,0.16000000000000003,20.0
eval_percent,window_0.8s,stride_60.0%,True,573.2110257148743,3,0.1758,0.7208,0.0885,0.8,0.48,60.0
eval_percent,window_0.8s,stride_50.0%,True,648.0437362194061,2,0.1739,0.7627,0.088,0.8,0.4,50.0
eval_percent,window_0.8s,stride_70.0%,True,501.8401663303375,4,0.1704,0.692,0.09,0.8,0.5599999999999999,70.0
eval_percent,window_0.8s,stride_90.0%,True,408.919376373291,2,0.1726,0.6403,0.0807,0.8,0.7200000000000001,90.0
eval_percent,window_0.8s,stride_80.0%,True,445.7864480018616,1,0.1632,0.65,0.084,0.8,0.6400000000000001,80.0
eval_percent,window_0.8s,stride_10.0%,True,2749.0701847076416,1,0.1736,0.898,0.08,0.8,0.08000000000000002,10.0
eval_percent,window_0.9s,stride_100.0%,True,280.6930031776428,4,0.1891,0.5655,0.0662,0.9,0.9,100.0
eval_percent,window_0.9s,stride_40.0%,True,726.4657294750214,3,0.1877,0.7442,0.0735,0.9,0.36000000000000004,40.0
eval_percent,window_0.9s,stride_30.0%,True,907.2132258415222,2,0.1818,0.7826,0.0744,0.9,0.27,30.0
eval_percent,window_0.9s,stride_20.0%,True,1291.3468852043152,1,0.1829,0.8094,0.0702,0.9,0.18000000000000002,20.0
eval_percent,window_0.9s,stride_50.0%,True,539.4716365337372,4,0.1834,0.7208,0.0741,0.9,0.45,50.0
eval_percent,window_0.9s,stride_60.0%,True,455.7630751132965,1,0.1821,0.6737,0.0737,0.9,0.54,60.0
eval_percent,window_0.9s,stride_70.0%,True,380.892475605011,2,0.1845,0.6279,0.072,0.9,0.63,70.0
eval_percent,window_0.9s,stride_80.0%,True,343.6194603443146,3,0.1824,0.6077,0.0711,0.9,0.7200000000000001,80.0
eval_percent,window_0.9s,stride_90.0%,True,313.1941297054291,4,0.1788,0.5736,0.0688,0.9,0.81,90.0
eval_percent,window_1.0s,stride_100.0%,True,278.69537138938904,2,0.2003,0.5377,0.0543,1.0,1.0,100.0
eval_percent,window_0.9s,stride_10.0%,True,2408.200187444687,3,0.186,0.858,0.0678,0.9,0.09000000000000001,10.0
eval_percent,window_1.0s,stride_40.0%,True,615.4304778575897,1,0.1914,0.7273,0.0652,1.0,0.4,40.0
eval_percent,window_1.0s,stride_30.0%,True,780.4497785568237,4,0.1914,0.7442,0.0625,1.0,0.3,30.0
eval_percent,window_1.0s,stride_20.0%,True,1111.294909477234,3,0.191,0.7962,0.0648,1.0,0.2,20.0
eval_percent,window_1.0s,stride_50.0%,True,460.645843744278,2,0.1879,0.669,0.0622,1.0,0.5,50.0
eval_percent,window_1.0s,stride_60.0%,True,393.472448348999,3,0.1943,0.6596,0.0637,1.0,0.6,60.0
eval_percent,window_1.0s,stride_70.0%,True,349.97058510780334,4,0.1958,0.6179,0.0675,1.0,0.7,70.0
eval_percent,window_1.0s,stride_80.0%,True,280.4344110488892,1,0.1819,0.5709,0.0564,1.0,0.8,80.0
eval_percent,window_1.0s,stride_90.0%,True,255.78948831558228,2,0.1951,0.5377,0.0564,1.0,0.9,90.0
eval_percent,window_1.0s,stride_10.0%,True,2016.5575222969053,1,0.1899,0.8333,0.0645,1.0,0.1,10.0
eval_percent,window_1.1s,stride_100.0%,True,208.89626502990723,4,0.2009,0.488,0.047,1.1,1.1,100.0
eval_percent,window_1.1s,stride_40.0%,True,522.9799115657806,3,0.1933,0.6737,0.0544,1.1,0.44000000000000006,40.0
eval_percent,window_1.1s,stride_30.0%,True,654.8733348846436,2,0.1892,0.7077,0.0566,1.1,0.33,30.0
eval_percent,window_1.1s,stride_20.0%,True,937.2005462646484,1,0.1932,0.7566,0.057,1.1,0.22000000000000003,20.0
eval_percent,window_1.1s,stride_50.0%,True,395.5811109542847,4,0.1979,0.6204,0.055,1.1,0.55,50.0
eval_percent,window_1.1s,stride_60.0%,True,332.1308431625366,1,0.1912,0.6026,0.0531,1.1,0.66,60.0
eval_percent,window_1.1s,stride_70.0%,True,286.7920422554016,2,0.1947,0.5655,0.0549,1.1,0.77,70.0
eval_percent,window_1.1s,stride_80.0%,True,260.5983934402466,3,0.1878,0.5405,0.0521,1.1,0.8800000000000001,80.0
eval_percent,window_1.1s,stride_90.0%,True,238.12855792045596,4,0.1686,0.4444,0.0456,1.1,0.9900000000000001,90.0
eval_percent,window_1.2s,stride_100.0%,True,212.02092671394348,2,0.1946,0.454,0.0382,1.2,1.2,100.0
eval_percent,window_1.1s,stride_10.0%,True,1824.5068888664248,3,0.1932,0.8,0.0563,1.1,0.11000000000000001,10.0
eval_percent,window_1.2s,stride_40.0%,True,485.2510187625885,1,0.192,0.6103,0.0474,1.2,0.48,40.0
eval_percent,window_1.2s,stride_30.0%,True,608.464328289032,4,0.1845,0.6714,0.0509,1.2,0.36,30.0
eval_percent,window_1.2s,stride_20.0%,True,857.0290682315826,3,0.1907,0.7033,0.0478,1.2,0.24,20.0
eval_percent,window_1.2s,stride_50.0%,True,362.9051861763001,2,0.1899,0.6,0.0475,1.2,0.6,50.0
eval_percent,window_1.2s,stride_60.0%,True,311.8400616645813,3,0.1763,0.5176,0.0431,1.2,0.72,60.0
eval_percent,window_1.2s,stride_70.0%,True,273.2379939556122,4,0.1859,0.5234,0.045,1.2,0.84,70.0
eval_percent,window_1.2s,stride_80.0%,True,243.5681290626526,1,0.2003,0.5059,0.0454,1.2,0.96,80.0
eval_percent,window_1.2s,stride_90.0%,True,235.5941460132599,2,0.1841,0.4315,0.0365,1.2,1.08,90.0
eval_percent,window_1.3s,stride_100.0%,True,171.25457763671875,4,0.1829,0.3983,0.0318,1.3,1.3,100.0
eval_percent,window_1.2s,stride_10.0%,True,1637.5541062355042,1,0.1933,0.7727,0.0495,1.2,0.12,10.0
eval_percent,window_1.3s,stride_40.0%,True,429.9102766513825,3,0.1947,0.6,0.0458,1.3,0.52,40.0
eval_percent,window_1.3s,stride_30.0%,True,541.7982518672943,2,0.1879,0.6452,0.0448,1.3,0.39,30.0
eval_percent,window_1.3s,stride_20.0%,True,742.725329875946,1,0.1964,0.7099,0.0468,1.3,0.26,20.0
eval_percent,window_1.3s,stride_50.0%,True,324.00944995880127,4,0.1885,0.5545,0.0428,1.3,0.65,50.0
eval_percent,window_1.3s,stride_60.0%,True,275.20099210739136,1,0.195,0.5434,0.0422,1.3,0.78,60.0
eval_percent,window_1.3s,stride_70.0%,True,242.14730834960935,2,0.2011,0.5089,0.0398,1.3,0.9099999999999999,70.0
eval_percent,window_1.3s,stride_80.0%,True,212.44722867012024,3,0.2011,0.4727,0.041,1.3,1.04,80.0
eval_percent,window_1.3s,stride_10.0%,True,1380.0253880023956,3,0.196,0.7627,0.046,1.3,0.13,10.0
eval_percent,window_1.3s,stride_90.0%,True,195.3347771167755,4,0.2002,0.4508,0.0378,1.3,1.1700000000000002,90.0
eval_percent,window_1.4s,stride_100.0%,True,194.5831196308136,2,0.1922,0.3983,0.029,1.4,1.4,100.0
eval_percent,window_1.4s,stride_30.0%,True,638.7341845035553,4,0.1978,0.6204,0.0403,1.4,0.42,30.0
eval_percent,window_1.4s,stride_40.0%,True,492.5876922607422,1,0.1933,0.5682,0.0376,1.4,0.5599999999999999,40.0
eval_percent,window_1.4s,stride_20.0%,True,905.7078783512115,3,0.1988,0.6667,0.0394,1.4,0.27999999999999997,20.0
eval_percent,window_1.4s,stride_60.0%,True,329.1091837882996,3,0.2049,0.5234,0.0365,1.4,0.84,60.0
eval_percent,window_1.4s,stride_50.0%,True,377.04339599609375,2,0.1876,0.5263,0.035,1.4,0.7,50.0
eval_percent,window_1.4s,stride_70.0%,True,271.9455955028534,4,0.1734,0.4348,0.0334,1.4,0.9799999999999999,70.0
eval_percent,window_1.4s,stride_80.0%,True,245.65348362922668,1,0.1944,0.454,0.0354,1.4,1.1199999999999999,80.0
eval_percent,window_1.4s,stride_90.0%,True,226.34608578681943,2,0.1984,0.4118,0.033,1.4,1.26,90.0
eval_percent,window_1.5s,stride_100.0%,True,202.76593780517575,4,0.2074,0.3812,0.0317,1.5,1.5,100.0
eval_percent,window_1.4s,stride_10.0%,True,1639.1851665973663,1,0.1948,0.7273,0.041,1.4,0.13999999999999999,10.0
eval_percent,window_1.5s,stride_40.0%,True,463.75949692726135,3,0.1903,0.5147,0.0312,1.5,0.6000000000000001,40.0
eval_percent,window_1.5s,stride_30.0%,True,583.0301520824432,2,0.1946,0.5736,0.0341,1.5,0.44999999999999996,30.0
eval_percent,window_1.5s,stride_20.0%,True,835.9462893009186,1,0.1974,0.6354,0.0374,1.5,0.30000000000000004,20.0
eval_percent,window_1.5s,stride_50.0%,True,351.153256893158,4,0.2089,0.5176,0.0362,1.5,0.75,50.0
eval_percent,window_1.5s,stride_60.0%,True,300.50046610832214,1,0.2025,0.488,0.0336,1.5,0.8999999999999999,60.0
eval_percent,window_1.5s,stride_70.0%,True,262.04200291633606,2,0.1834,0.425,0.0327,1.5,1.0499999999999998,70.0
eval_percent,window_1.5s,stride_80.0%,True,226.5070264339447,3,0.1927,0.4084,0.0278,1.5,1.2000000000000002,80.0
eval_percent,window_1.5s,stride_90.0%,True,215.34269070625305,4,0.1884,0.3846,0.0289,1.5,1.35,90.0
eval_percent,window_1.6s,stride_100.0%,True,189.5340964794159,2,0.1794,0.3311,0.0238,1.6,1.6,100.0
eval_percent,window_1.5s,stride_10.0%,True,1565.5715188980105,3,0.196,0.701,0.0379,1.5,0.15000000000000002,10.0
eval_percent,window_1.6s,stride_40.0%,True,444.80919885635376,1,0.1743,0.488,0.0297,1.6,0.6400000000000001,40.0
eval_percent,window_1.6s,stride_30.0%,True,546.7847292423248,4,0.2002,0.5843,0.0341,1.6,0.48,30.0
eval_percent,window_1.6s,stride_20.0%,True,780.8242328166962,3,0.1899,0.6128,0.0345,1.6,0.32000000000000006,20.0
eval_percent,window_1.6s,stride_50.0%,True,334.24435687065125,2,0.1999,0.491,0.0313,1.6,0.8,50.0
eval_percent,window_1.6s,stride_60.0%,True,288.5939555168152,3,0.2058,0.4727,0.0331,1.6,0.96,60.0
eval_percent,window_1.6s,stride_70.0%,True,245.9366519451141,4,0.1902,0.4476,0.0317,1.6,1.1199999999999999,70.0
eval_percent,window_1.6s,stride_80.0%,True,219.11400866508484,1,0.1722,0.3529,0.0242,1.6,1.2800000000000002,80.0
eval_percent,window_1.6s,stride_90.0%,True,207.4605004787445,2,0.1858,0.3812,0.0255,1.6,1.4400000000000002,90.0
eval_percent,window_1.6s,stride_10.0%,True,1463.2997677326202,1,0.1934,0.676,0.034,1.6,0.16000000000000003,10.0
eval_percent,window_1.7s,stride_100.0%,True,171.21115517616272,4,0.1772,0.3087,0.0229,1.7,1.7,100.0
eval_percent,window_1.7s,stride_40.0%,True,418.2218606472016,3,0.1891,0.5059,0.0291,1.7,0.68,40.0
eval_percent,window_1.7s,stride_30.0%,True,529.0019636154175,2,0.1898,0.5462,0.0299,1.7,0.51,30.0
eval_percent,window_1.7s,stride_20.0%,True,732.9912462234497,1,0.1927,0.5869,0.0318,1.7,0.34,20.0
eval_percent,window_1.7s,stride_60.0%,True,277.3368408679962,1,0.1949,0.438,0.0284,1.7,1.02,60.0
eval_percent,window_1.7s,stride_50.0%,True,315.57364296913147,4,0.1798,0.4444,0.026,1.7,0.85,50.0
eval_percent,window_1.7s,stride_70.0%,True,231.5064516067505,2,0.1808,0.3983,0.0248,1.7,1.19,70.0
eval_percent,window_1.7s,stride_80.0%,True,205.7148826122284,3,0.1789,0.3881,0.0268,1.7,1.36,80.0
eval_percent,window_1.7s,stride_90.0%,True,187.22241520881653,4,0.202,0.3812,0.0239,1.7,1.53,90.0
eval_percent,window_1.7s,stride_10.0%,True,1377.0676565170288,3,0.1888,0.6279,0.0317,1.7,0.17,10.0
eval_percent,window_1.8s,stride_100.0%,True,159.5508360862732,2,0.1905,0.3274,0.023,1.8,1.8,100.0
eval_percent,window_1.8s,stride_40.0%,True,398.9113528728485,1,0.1865,0.4758,0.025,1.8,0.7200000000000001,40.0
eval_percent,window_1.8s,stride_30.0%,True,497.9591414928436,4,0.1983,0.5205,0.0267,1.8,0.54,30.0
eval_percent,window_1.8s,stride_20.0%,True,705.9509825706482,3,0.1909,0.5816,0.0289,1.8,0.36000000000000004,20.0
eval_percent,window_1.8s,stride_50.0%,True,301.5546097755432,2,0.1902,0.4444,0.0252,1.8,0.9,50.0
eval_percent,window_1.8s,stride_60.0%,True,259.336452960968,3,0.1917,0.4151,0.0233,1.8,1.08,60.0
eval_percent,window_1.8s,stride_70.0%,True,214.11392784118647,4,0.1919,0.3915,0.0237,1.8,1.26,70.0
eval_percent,window_1.8s,stride_80.0%,True,202.38533473014832,1,0.1955,0.3881,0.0238,1.8,1.4400000000000002,80.0
eval_percent,window_1.8s,stride_90.0%,True,186.8627316951752,2,0.1885,0.3493,0.023,1.8,1.62,90.0
eval_percent,window_1.8s,stride_10.0%,True,1325.9735279083252,1,0.1912,0.6378,0.0314,1.8,0.18000000000000002,10.0
eval_percent,window_1.9s,stride_100.0%,True,165.54707670211792,4,0.1761,0.2896,0.0185,1.9,1.9,100.0
eval_percent,window_1.9s,stride_40.0%,True,379.21916460990906,3,0.1761,0.454,0.0242,1.9,0.76,40.0
eval_percent,window_1.9s,stride_30.0%,True,478.5262615680695,2,0.1803,0.491,0.0263,1.9,0.57,30.0
eval_percent,window_1.9s,stride_20.0%,True,671.792555809021,1,0.1795,0.5405,0.0272,1.9,0.38,20.0
eval_percent,window_1.9s,stride_50.0%,True,285.52100944519043,4,0.1726,0.4084,0.0218,1.9,0.95,50.0
eval_percent,window_1.9s,stride_60.0%,True,242.88612246513367,1,0.1985,0.4118,0.0223,1.9,1.14,60.0
eval_percent,window_1.9s,stride_70.0%,True,218.0473198890686,2,0.2002,0.3983,0.0247,1.9,1.3299999999999998,70.0
eval_percent,window_1.9s,stride_80.0%,True,184.13679027557373,3,0.1757,0.3565,0.0217,1.9,1.52,80.0
eval_percent,window_1.9s,stride_90.0%,True,179.11068749427795,4,0.1847,0.3311,0.0219,1.9,1.71,90.0
eval_percent,window_1.9s,stride_10.0%,True,1260.3816015720367,3,0.1785,0.6052,0.0286,1.9,0.19,10.0
eval_percent,window_2.0s,stride_100.0%,True,152.96022939682007,2,0.1701,0.27,0.0168,2.0,2.0,100.0
eval_percent,window_2.0s,stride_40.0%,True,405.4754297733307,1,0.1655,0.425,0.0222,2.0,0.8,40.0
eval_percent,window_2.0s,stride_30.0%,True,505.8977360725403,4,0.1788,0.4789,0.024,2.0,0.6,30.0
eval_percent,window_2.0s,stride_20.0%,True,720.8613030910492,3,0.1782,0.5059,0.0233,2.0,0.4,20.0
eval_percent,window_2.0s,stride_50.0%,True,307.48109769821167,2,0.1742,0.4017,0.0213,2.0,1.0,50.0
eval_percent,window_2.0s,stride_60.0%,True,261.62055921554565,3,0.1751,0.3636,0.021,2.0,1.2,60.0
eval_percent,window_2.0s,stride_70.0%,True,221.90455603599548,4,0.1641,0.3237,0.0174,2.0,1.4,70.0
eval_percent,window_2.0s,stride_80.0%,True,190.91277289390564,1,0.1627,0.3049,0.0188,2.0,1.6,80.0
eval_percent,window_2.0s,stride_90.0%,True,171.8246681690216,2,0.1723,0.2857,0.0182,2.0,1.8,90.0
eval_percent,window_2.0s,stride_10.0%,True,1240.7890558242798,1,0.1778,0.5545,0.0241,2.0,0.2,10.0
