eval_type,window_size,stride_name,word_binary_f1,word_multiclass_f1,word_gt_count,word_pred_count,vad_binary_f1,vad_multiclass_f1,vad_combined_iou,vad_duration,f1_difference,f1_percent_change
eval_percent,1.7,stride_80.0%,0.3881,0.3241,378,333,0.351,0.302,0.1762,13.045179843902588,-0.03710000000000002,-9.559391909301732
eval_percent,1.7,stride_90.0%,0.3812,0.2998,378,300,0.355,0.306,0.1831,12.537693977355955,-0.0262,-6.873032528856244
eval_percent,1.8,stride_10.0%,0.6378,0.4685,378,617,0.396,0.31,0.1983,19.01780796051025,-0.24180000000000001,-37.91157102539981
eval_percent,1.8,stride_100.0%,0.3274,0.2611,378,262,0.345,0.293,0.1602,12.447619915008543,0.01759999999999995,5.3756872327428065
eval_percent,1.8,stride_20.0%,0.5816,0.4353,378,523,0.385,0.309,0.1876,17.300485372543335,-0.1966,-33.803301237964234
eval_percent,1.8,stride_30.0%,0.5205,0.4031,378,471,0.375,0.308,0.1957,16.20689868927002,-0.14549999999999996,-27.95389048991354
eval_percent,1.8,stride_40.0%,0.4758,0.3871,378,426,0.373,0.314,0.1519,14.690433979034424,-0.1028,-21.605716687683902
eval_percent,1.8,stride_50.0%,0.4444,0.3498,378,380,0.361,0.302,0.2312,13.83021855354309,-0.08340000000000003,-18.766876687668773
eval_percent,1.8,stride_60.0%,0.4151,0.3187,378,360,0.354,0.294,0.2181,13.79602837562561,-0.06110000000000004,-14.71934473620815
eval_percent,1.8,stride_70.0%,0.3915,0.2979,378,305,0.349,0.287,0.2051,12.84759783744812,-0.04250000000000004,-10.855683269476382
eval_percent,1.8,stride_80.0%,0.3881,0.3241,378,304,0.357,0.306,0.1611,12.954881191253662,-0.031100000000000017,-8.013398608606034
eval_percent,1.8,stride_90.0%,0.3493,0.2969,378,286,0.341,0.303,0.1748,12.64352822303772,-0.008299999999999974,-2.3761809332951542
eval_percent,1.9,stride_10.0%,0.6052,0.4428,378,569,0.386,0.3,0.2391,18.2146430015564,-0.21919999999999995,-36.21943159286186
eval_percent,1.9,stride_100.0%,0.2896,0.2172,378,231,0.325,0.272,0.3211,11.854368925094604,0.03539999999999999,12.223756906077343
eval_percent,1.9,stride_20.0%,0.5405,0.4093,378,487,0.375,0.303,0.2456,16.19108748435974,-0.16549999999999998,-30.61979648473635
eval_percent,1.9,stride_30.0%,0.491,0.3713,378,421,0.379,0.31,0.1438,14.934139490127563,-0.11199999999999999,-22.810590631364562
eval_percent,1.9,stride_40.0%,0.454,0.3599,378,389,0.355,0.291,0.148,14.009324312210085,-0.09900000000000003,-21.806167400881062
eval_percent,1.9,stride_50.0%,0.4084,0.3074,378,335,0.349,0.284,0.3169,14.155604124069214,-0.05940000000000001,-14.544564152791384
eval_percent,1.9,stride_60.0%,0.4118,0.3235,378,315,0.365,0.306,0.1565,14.036346435546877,-0.04680000000000001,-11.364740165128705
eval_percent,1.9,stride_70.0%,0.3983,0.3051,378,292,0.349,0.28,0.3059,13.791980981826782,-0.04930000000000001,-12.377604820487074
eval_percent,1.9,stride_80.0%,0.3565,0.3,378,283,0.343,0.298,0.1559,13.582367658615112,-0.013499999999999956,-3.7868162692847007
eval_percent,1.9,stride_90.0%,0.3311,0.2737,378,252,0.345,0.303,0.1918,12.666449069976808,0.013899999999999968,4.198127453941398
eval_percent,2.0,stride_10.0%,0.5545,0.4015,378,503,0.382,0.302,0.248,17.493704319000244,-0.1725,-31.109107303877366
eval_percent,2.0,stride_100.0%,0.27,0.2243,378,211,0.319,0.289,0.1543,11.52601408958435,0.04899999999999999,18.148148148148145
eval_percent,2.0,stride_20.0%,0.5059,0.3913,378,432,0.373,0.307,0.1826,15.95957374572754,-0.13290000000000002,-26.27001383672663
eval_percent,2.0,stride_30.0%,0.4789,0.3823,378,387,0.37,0.312,0.1859,14.743973731994627,-0.1089,-22.739611609939445
eval_percent,2.0,stride_40.0%,0.425,0.3375,378,349,0.355,0.297,0.1674,14.193156242370604,-0.07,-16.47058823529412
eval_percent,2.0,stride_50.0%,0.4017,0.3214,378,316,0.35,0.297,0.1589,13.63638710975647,-0.051700000000000024,-12.870301219815788
eval_percent,2.0,stride_60.0%,0.3636,0.3074,378,298,0.335,0.294,0.1931,13.076976776123049,-0.02859999999999996,-7.865786578657855
eval_percent,2.0,stride_70.0%,0.3237,0.2572,378,267,0.332,0.277,0.1788,12.754492282867432,0.00830000000000003,2.564102564102573
eval_percent,2.0,stride_80.0%,0.3049,0.2466,378,248,0.334,0.287,0.1574,12.062805891036987,0.029100000000000015,9.544112823876686
eval_percent,2.0,stride_90.0%,0.2857,0.2222,378,231,0.333,0.285,0.1511,11.068268060684204,0.04730000000000001,16.55582779138957
