eval_type,window_size,stride_value,stride_type,stride_label,success,error,duration,worker_id,combined_mean_iou,binary_f1,multiclass_f1
eval_percent,0.3,50.0,percentage,50.0%,True,,513.0597453117371,1,27.33,0.38,0.35
eval_percent,0.3,70.0,percentage,70.0%,True,,373.297575712204,3,26.97,0.37,0.34
eval_percent,0.3,60.0,percentage,60.0%,True,,426.22644305229187,2,26.31,0.37,0.35
eval_percent,0.3,80.0,percentage,80.0%,True,,324.3824586868286,4,29.82,0.37,0.36
eval_percent,0.3,90.0,percentage,90.0%,True,,286.90886425971985,1,27.62,0.36,0.35
eval_by_0.05,0.3,0.25,absolute,0.25s,True,,319.4844672679901,4,27.83,0.36,0.33
eval_by_0.05,0.3,0.15,absolute,0.15s,True,,515.0433866977692,3,27.33,0.38,0.35
eval_by_0.05,0.3,0.125,absolute,0.125s,False,Process timeout (10 minutes),600.0,2,,,
eval_by_0.05,0.3,0.2,absolute,0.2s,True,,376.9914836883545,1,28.87,0.37,0.35
eval_by_0.05,0.3,0.3,absolute,0.3s,True,,204.00228929519653,2,26.29,0.36,0.33
