eval_type,window_size,window_name,stride_info,stride_name,success,duration_seconds,worker_id,combined_iou,binary_f1,multiclass_f1
eval_percent,0.4,window_0.4s,20.0%,stride_20.0%,True,78.01221919059753,3,0.2605,0.399,0.321
eval_percent,0.4,window_0.4s,40.0%,stride_40.0%,True,60.065473318099976,1,0.2729,0.397,0.326
eval_percent,0.4,window_0.4s,30.0%,stride_30.0%,True,67.48964953422546,4,0.2684,0.396,0.325
eval_percent,0.4,window_0.4s,60.0%,stride_60.0%,True,52.30570459365845,3,0.2912,0.38,0.316
eval_percent,0.4,window_0.4s,50.0%,stride_50.0%,True,56.796250104904175,2,0.2898,0.4,0.347
eval_percent,0.4,window_0.4s,80.0%,stride_80.0%,True,47.00852847099304,1,0.2931,0.39,0.331
eval_percent,0.4,window_0.4s,70.0%,stride_70.0%,True,50.30753803253174,4,0.3083,0.403,0.348
eval_percent,0.4,window_0.4s,90.0%,stride_90.0%,True,42.59031629562378,2,0.3021,0.375,0.321
eval_percent,0.5,window_0.5s,100.0%,stride_100.0%,True,32.643388986587524,4,0.2949,0.363,0.319
eval_percent,0.5,window_0.5s,10.0%,stride_10.0%,True,71.7022602558136,3,0.2429,0.405,0.325
eval_percent,0.5,window_0.5s,20.0%,stride_20.0%,True,61.617923736572266,1,0.2534,0.403,0.336
eval_percent,0.5,window_0.5s,30.0%,stride_30.0%,True,53.93592810630798,2,0.2418,0.407,0.347
eval_percent,0.5,window_0.5s,40.0%,stride_40.0%,True,48.69650864601135,3,0.2811,0.394,0.336
eval_percent,0.5,window_0.5s,50.0%,stride_50.0%,True,44.25744700431824,4,0.2622,0.392,0.338
eval_percent,0.5,window_0.5s,60.0%,stride_60.0%,True,39.84381890296936,1,0.2744,0.39,0.331
eval_percent,0.5,window_0.5s,70.0%,stride_70.0%,True,37.33269238471985,2,0.2958,0.395,0.339
eval_percent,0.5,window_0.5s,80.0%,stride_80.0%,True,35.78374910354614,3,0.2897,0.386,0.332
eval_percent,0.5,window_0.5s,90.0%,stride_90.0%,True,33.05036234855652,4,0.2867,0.366,0.312
eval_percent,0.6,window_0.6s,100.0%,stride_100.0%,True,26.238941192626953,2,0.2886,0.361,0.315
eval_percent,0.6,window_0.6s,10.0%,stride_10.0%,True,55.89562106132507,1,0.2257,0.394,0.313
eval_percent,0.6,window_0.6s,20.0%,stride_20.0%,True,48.69860553741455,3,0.2303,0.393,0.329
eval_percent,0.6,window_0.6s,30.0%,stride_30.0%,True,43.48723840713501,4,0.2465,0.399,0.341
eval_percent,0.6,window_0.6s,40.0%,stride_40.0%,True,39.430541038513184,1,0.2666,0.383,0.322
eval_percent,0.6,window_0.6s,50.0%,stride_50.0%,True,36.32721424102783,2,0.2599,0.39,0.333
eval_percent,0.6,window_0.6s,60.0%,stride_60.0%,True,34.81615209579468,3,0.2612,0.399,0.345
eval_percent,0.6,window_0.6s,70.0%,stride_70.0%,True,32.10208749771118,4,0.2591,0.369,0.325
eval_percent,0.6,window_0.6s,80.0%,stride_80.0%,True,29.639380931854248,1,0.286,0.357,0.31
eval_percent,0.6,window_0.6s,90.0%,stride_90.0%,True,27.953145027160645,2,0.2927,0.375,0.329
eval_percent,0.7,window_0.7s,100.0%,stride_100.0%,True,23.066872119903564,4,0.2665,0.336,0.3
eval_percent,0.7,window_0.7s,10.0%,stride_10.0%,True,49.08790612220764,3,0.2072,0.389,0.307
eval_percent,0.7,window_0.7s,20.0%,stride_20.0%,True,43.338680028915405,1,0.2215,0.384,0.317
eval_percent,0.7,window_0.7s,30.0%,stride_30.0%,True,38.341532945632935,2,0.2356,0.396,0.331
eval_percent,0.7,window_0.7s,40.0%,stride_40.0%,True,34.43311619758606,3,0.262,0.389,0.332
eval_percent,0.7,window_0.7s,50.0%,stride_50.0%,True,31.877422332763672,4,0.2467,0.375,0.326
eval_percent,0.7,window_0.7s,60.0%,stride_60.0%,True,30.280654191970825,1,0.262,0.362,0.319
eval_percent,0.7,window_0.7s,70.0%,stride_70.0%,True,28.92732882499695,2,0.2863,0.382,0.326
eval_percent,0.7,window_0.7s,80.0%,stride_80.0%,True,26.705838918685913,3,0.269,0.356,0.312
eval_percent,0.7,window_0.7s,90.0%,stride_90.0%,True,25.00332736968994,4,0.2789,0.365,0.322
eval_percent,0.8,window_0.8s,100.0%,stride_100.0%,True,20.910234689712524,2,0.2788,0.354,0.311
eval_percent,0.8,window_0.8s,10.0%,stride_10.0%,True,42.7853901386261,1,0.1986,0.393,0.32
eval_percent,0.8,window_0.8s,20.0%,stride_20.0%,True,37.189518213272095,3,0.2046,0.382,0.314
eval_percent,0.8,window_0.8s,30.0%,stride_30.0%,True,32.21855568885803,4,0.2227,0.383,0.32
eval_percent,0.8,window_0.8s,40.0%,stride_40.0%,True,30.561378479003906,1,0.2218,0.369,0.309
eval_percent,0.8,window_0.8s,60.0%,stride_60.0%,True,25.558921098709106,3,0.2619,0.372,0.321
eval_percent,0.8,window_0.8s,50.0%,stride_50.0%,True,27.24192452430725,2,0.2275,0.367,0.316
eval_percent,0.8,window_0.8s,70.0%,stride_70.0%,True,24.037583351135254,4,0.2484,0.366,0.311
eval_percent,0.8,window_0.8s,80.0%,stride_80.0%,True,22.721805572509766,1,0.2642,0.351,0.307
eval_percent,0.8,window_0.8s,90.0%,stride_90.0%,True,21.16293716430664,2,0.2372,0.378,0.328
eval_percent,0.9,window_0.9s,100.0%,stride_100.0%,True,19.145248889923096,4,0.2444,0.369,0.319
eval_percent,0.9,window_0.9s,10.0%,stride_10.0%,True,35.98507261276245,3,0.1924,0.388,0.309
eval_percent,0.9,window_0.9s,20.0%,stride_20.0%,True,31.435505390167236,1,0.2129,0.388,0.324
eval_percent,0.9,window_0.9s,30.0%,stride_30.0%,True,30.32723903656006,2,0.2085,0.375,0.306
eval_percent,0.9,window_0.9s,40.0%,stride_40.0%,True,28.0321261882782,3,0.2229,0.369,0.311
eval_percent,0.9,window_0.9s,50.0%,stride_50.0%,True,25.969923734664917,4,0.2236,0.385,0.331
eval_percent,0.9,window_0.9s,60.0%,stride_60.0%,True,24.472350597381592,1,0.2519,0.372,0.313
eval_percent,0.9,window_0.9s,70.0%,stride_70.0%,True,21.726701974868774,2,0.2504,0.354,0.324
eval_percent,0.9,window_0.9s,80.0%,stride_80.0%,True,19.860398292541504,3,0.2296,0.354,0.303
eval_percent,0.9,window_0.9s,90.0%,stride_90.0%,True,19.0852689743042,4,0.259,0.331,0.293
eval_percent,1.0,window_1.0s,100.0%,stride_100.0%,True,15.938819885253906,2,0.2258,0.349,0.299
eval_percent,1.0,window_1.0s,10.0%,stride_10.0%,True,30.025609970092773,1,0.2045,0.379,0.298
eval_percent,1.0,window_1.0s,20.0%,stride_20.0%,True,25.84021019935608,3,0.2153,0.376,0.302
eval_percent,1.0,window_1.0s,30.0%,stride_30.0%,True,23.153897523880005,4,0.2005,0.379,0.314
eval_percent,1.0,window_1.0s,40.0%,stride_40.0%,True,22.35800552368164,1,0.197,0.375,0.305
eval_percent,1.0,window_1.0s,50.0%,stride_50.0%,True,22.58949303627014,2,0.222,0.369,0.318
eval_percent,1.0,window_1.0s,60.0%,stride_60.0%,True,22.072354793548584,3,0.2024,0.371,0.312
eval_percent,1.0,window_1.0s,70.0%,stride_70.0%,True,21.3953857421875,4,0.2775,0.361,0.304
eval_percent,1.0,window_1.0s,80.0%,stride_80.0%,True,20.49633502960205,1,0.2392,0.344,0.296
eval_percent,1.0,window_1.0s,90.0%,stride_90.0%,True,17.91798186302185,2,0.2333,0.342,0.301
eval_percent,1.1,window_1.1s,100.0%,stride_100.0%,True,15.801455020904541,4,0.2821,0.351,0.303
eval_percent,1.1,window_1.1s,10.0%,stride_10.0%,True,29.406861782073975,3,0.1971,0.393,0.308
eval_percent,1.1,window_1.1s,20.0%,stride_20.0%,True,25.160088062286377,1,0.2116,0.382,0.299
eval_percent,1.1,window_1.1s,30.0%,stride_30.0%,True,23.07888960838318,2,0.2169,0.37,0.305
eval_percent,1.1,window_1.1s,40.0%,stride_40.0%,True,20.534891605377197,3,0.2361,0.379,0.302
eval_percent,1.1,window_1.1s,50.0%,stride_50.0%,True,18.55149531364441,4,0.2363,0.375,0.319
eval_percent,1.1,window_1.1s,60.0%,stride_60.0%,True,17.828349351882935,1,0.1991,0.362,0.294
eval_percent,1.1,window_1.1s,70.0%,stride_70.0%,True,17.007039785385132,2,0.1815,0.355,0.299
eval_percent,1.1,window_1.1s,80.0%,stride_80.0%,True,16.761285066604614,3,0.1702,0.357,0.301
eval_percent,1.1,window_1.1s,90.0%,stride_90.0%,True,17.1602942943573,4,0.2097,0.332,0.285
eval_percent,1.2,window_1.2s,100.0%,stride_100.0%,True,16.498616933822632,2,0.2023,0.341,0.294
eval_percent,1.2,window_1.2s,10.0%,stride_10.0%,True,29.14288067817688,1,0.1805,0.402,0.309
eval_percent,1.2,window_1.2s,20.0%,stride_20.0%,True,26.451422691345215,3,0.1935,0.379,0.304
eval_percent,1.2,window_1.2s,30.0%,stride_30.0%,True,24.803969621658325,4,0.1778,0.376,0.301
eval_percent,1.2,window_1.2s,40.0%,stride_40.0%,True,22.97751760482788,1,0.212,0.371,0.311
eval_percent,1.2,window_1.2s,50.0%,stride_50.0%,True,20.893275499343872,2,0.2285,0.366,0.304
eval_percent,1.2,window_1.2s,60.0%,stride_60.0%,True,20.066956043243408,3,0.2283,0.351,0.302
eval_percent,1.2,window_1.2s,70.0%,stride_70.0%,True,18.118300914764404,4,0.1745,0.35,0.293
eval_percent,1.2,window_1.2s,80.0%,stride_80.0%,True,17.375089168548584,1,0.1811,0.369,0.315
eval_percent,1.2,window_1.2s,90.0%,stride_90.0%,True,16.053818464279175,2,0.1687,0.341,0.296
eval_percent,1.3,window_1.3s,100.0%,stride_100.0%,True,14.947997331619263,4,0.1963,0.339,0.297
eval_percent,1.3,window_1.3s,10.0%,stride_10.0%,True,25.813041925430298,3,0.1628,0.395,0.299
eval_percent,1.3,window_1.3s,20.0%,stride_20.0%,True,21.321738243103027,1,0.1785,0.388,0.306
eval_percent,1.3,window_1.3s,30.0%,stride_30.0%,True,19.708573818206787,2,0.1801,0.372,0.307
eval_percent,1.3,window_1.3s,40.0%,stride_40.0%,True,17.80341386795044,3,0.206,0.358,0.293
eval_percent,1.3,window_1.3s,50.0%,stride_50.0%,True,16.952894687652588,4,0.1908,0.363,0.303
eval_percent,1.3,window_1.3s,60.0%,stride_60.0%,True,15.910944700241089,1,0.1949,0.354,0.306
eval_percent,1.3,window_1.3s,70.0%,stride_70.0%,True,15.283974409103394,2,0.2553,0.358,0.306
eval_percent,1.3,window_1.3s,80.0%,stride_80.0%,True,14.574428796768188,3,0.2308,0.345,0.292
eval_percent,1.3,window_1.3s,90.0%,stride_90.0%,True,14.168952941894531,4,0.2172,0.347,0.293
eval_percent,1.4,window_1.4s,100.0%,stride_100.0%,True,13.326963186264038,2,0.3202,0.33,0.272
eval_percent,1.4,window_1.4s,10.0%,stride_10.0%,True,22.278063774108887,1,0.1549,0.392,0.296
eval_percent,1.4,window_1.4s,20.0%,stride_20.0%,True,19.89625382423401,3,0.1524,0.382,0.295
eval_percent,1.4,window_1.4s,30.0%,stride_30.0%,True,18.16839599609375,4,0.1661,0.377,0.314
eval_percent,1.4,window_1.4s,40.0%,stride_40.0%,True,16.854230403900146,1,0.1636,0.375,0.302
eval_percent,1.4,window_1.4s,50.0%,stride_50.0%,True,16.691549062728882,2,0.312,0.366,0.299
eval_percent,1.4,window_1.4s,60.0%,stride_60.0%,True,16.16724395751953,3,0.1661,0.366,0.304
eval_percent,1.4,window_1.4s,70.0%,stride_70.0%,True,15.448115587234497,4,0.1609,0.348,0.283
eval_percent,1.4,window_1.4s,80.0%,stride_80.0%,True,15.889098644256592,1,0.1702,0.347,0.297
eval_percent,1.4,window_1.4s,90.0%,stride_90.0%,True,14.780240058898926,2,0.2124,0.341,0.294
eval_percent,1.5,window_1.5s,100.0%,stride_100.0%,True,15.036388397216797,4,0.1748,0.332,0.293
eval_percent,1.5,window_1.5s,10.0%,stride_10.0%,True,23.551780939102173,3,0.1692,0.385,0.301
eval_percent,1.5,window_1.5s,20.0%,stride_20.0%,True,20.44099497795105,1,0.1664,0.38,0.307
eval_percent,1.5,window_1.5s,30.0%,stride_30.0%,True,18.634746074676514,2,0.1932,0.369,0.301
eval_percent,1.5,window_1.5s,40.0%,stride_40.0%,True,16.332247257232666,3,0.1826,0.36,0.302
eval_percent,1.5,window_1.5s,50.0%,stride_50.0%,True,15.18056607246399,4,0.2172,0.348,0.294
eval_percent,1.5,window_1.5s,60.0%,stride_60.0%,True,14.864954710006714,1,0.1989,0.362,0.307
eval_percent,1.5,window_1.5s,70.0%,stride_70.0%,True,14.203327894210815,2,0.1939,0.341,0.286
eval_percent,1.5,window_1.5s,80.0%,stride_80.0%,True,13.387739896774292,3,0.1943,0.343,0.293
eval_percent,1.5,window_1.5s,90.0%,stride_90.0%,True,13.298115730285645,4,0.1662,0.335,0.295
eval_percent,1.6,window_1.6s,100.0%,stride_100.0%,True,12.902468204498291,2,0.1923,0.333,0.286
eval_percent,1.6,window_1.6s,10.0%,stride_10.0%,True,19.870049238204956,1,0.1907,0.389,0.299
eval_percent,1.6,window_1.6s,20.0%,stride_20.0%,True,18.172306537628174,3,0.171,0.374,0.295
eval_percent,1.6,window_1.6s,30.0%,stride_30.0%,True,17.220966339111328,4,0.1978,0.387,0.314
eval_percent,1.6,window_1.6s,40.0%,stride_40.0%,True,16.15194082260132,1,0.2165,0.347,0.284
eval_percent,1.6,window_1.6s,50.0%,stride_50.0%,True,15.520219326019287,2,0.1825,0.364,0.307
eval_percent,1.6,window_1.6s,60.0%,stride_60.0%,True,14.935067415237427,3,0.1803,0.356,0.299
eval_percent,1.6,window_1.6s,70.0%,stride_70.0%,True,13.959469318389893,4,0.1591,0.353,0.3
eval_percent,1.6,window_1.6s,80.0%,stride_80.0%,True,13.260646104812622,1,0.2122,0.326,0.276
eval_percent,1.6,window_1.6s,90.0%,stride_90.0%,True,13.016414880752563,2,0.227,0.35,0.3
eval_percent,1.7,window_1.7s,100.0%,stride_100.0%,True,12.290402889251709,4,0.1619,0.329,0.294
eval_percent,1.7,window_1.7s,10.0%,stride_10.0%,True,19.475290298461914,3,0.2069,0.379,0.296
eval_percent,1.7,window_1.7s,20.0%,stride_20.0%,True,17.15218448638916,1,0.2184,0.377,0.305
eval_percent,1.7,window_1.7s,30.0%,stride_30.0%,True,15.782799243927002,2,0.177,0.376,0.305
eval_percent,1.7,window_1.7s,40.0%,stride_40.0%,True,14.889098405838013,3,0.2452,0.366,0.303
eval_percent,1.7,window_1.7s,50.0%,stride_50.0%,True,13.812955379486084,4,0.1393,0.353,0.291
eval_percent,1.7,window_1.7s,60.0%,stride_60.0%,True,13.250889301300049,1,0.1803,0.36,0.302
eval_percent,1.7,window_1.7s,70.0%,stride_70.0%,True,13.401402711868286,2,0.1519,0.348,0.294
eval_percent,1.7,window_1.7s,80.0%,stride_80.0%,True,13.045179843902588,3,0.1762,0.351,0.302
eval_percent,1.7,window_1.7s,90.0%,stride_90.0%,True,12.537693977355957,4,0.1831,0.355,0.306
eval_percent,1.8,window_1.8s,100.0%,stride_100.0%,True,12.447619915008545,2,0.1602,0.345,0.293
eval_percent,1.8,window_1.8s,10.0%,stride_10.0%,True,19.017807960510254,1,0.1983,0.396,0.31
eval_percent,1.8,window_1.8s,20.0%,stride_20.0%,True,17.300485372543335,3,0.1876,0.385,0.309
eval_percent,1.8,window_1.8s,30.0%,stride_30.0%,True,16.20689868927002,4,0.1957,0.375,0.308
eval_percent,1.8,window_1.8s,40.0%,stride_40.0%,True,14.690433979034424,1,0.1519,0.373,0.314
eval_percent,1.8,window_1.8s,50.0%,stride_50.0%,True,13.83021855354309,2,0.2312,0.361,0.302
eval_percent,1.8,window_1.8s,70.0%,stride_70.0%,True,12.84759783744812,4,0.2051,0.349,0.287
eval_percent,1.8,window_1.8s,60.0%,stride_60.0%,True,13.79602837562561,3,0.2181,0.354,0.294
eval_percent,1.8,window_1.8s,80.0%,stride_80.0%,True,12.954881191253662,1,0.1611,0.357,0.306
eval_percent,1.8,window_1.8s,90.0%,stride_90.0%,True,12.64352822303772,2,0.1748,0.341,0.303
eval_percent,1.9,window_1.9s,100.0%,stride_100.0%,True,11.854368925094604,4,0.3211,0.325,0.272
eval_percent,1.9,window_1.9s,10.0%,stride_10.0%,True,18.214643001556396,3,0.2391,0.386,0.3
eval_percent,1.9,window_1.9s,20.0%,stride_20.0%,True,16.19108748435974,1,0.2456,0.375,0.303
eval_percent,1.9,window_1.9s,30.0%,stride_30.0%,True,14.934139490127563,2,0.1438,0.379,0.31
eval_percent,1.9,window_1.9s,40.0%,stride_40.0%,True,14.009324312210083,3,0.148,0.355,0.291
eval_percent,1.9,window_1.9s,50.0%,stride_50.0%,True,14.155604124069214,4,0.3169,0.349,0.284
eval_percent,1.9,window_1.9s,60.0%,stride_60.0%,True,14.036346435546875,1,0.1565,0.365,0.306
eval_percent,1.9,window_1.9s,70.0%,stride_70.0%,True,13.791980981826782,2,0.3059,0.349,0.28
eval_percent,1.9,window_1.9s,80.0%,stride_80.0%,True,13.582367658615112,3,0.1559,0.343,0.298
eval_percent,1.9,window_1.9s,90.0%,stride_90.0%,True,12.666449069976807,4,0.1918,0.345,0.303
eval_percent,2.0,window_2.0s,100.0%,stride_100.0%,True,11.52601408958435,2,0.1543,0.319,0.289
eval_percent,2.0,window_2.0s,10.0%,stride_10.0%,True,17.493704319000244,1,0.248,0.382,0.302
eval_percent,2.0,window_2.0s,20.0%,stride_20.0%,True,15.959573745727539,3,0.1826,0.373,0.307
eval_percent,2.0,window_2.0s,30.0%,stride_30.0%,True,14.743973731994629,4,0.1859,0.37,0.312
eval_percent,2.0,window_2.0s,40.0%,stride_40.0%,True,14.193156242370605,1,0.1674,0.355,0.297
eval_percent,2.0,window_2.0s,50.0%,stride_50.0%,True,13.63638710975647,2,0.1589,0.35,0.297
eval_percent,2.0,window_2.0s,60.0%,stride_60.0%,True,13.076976776123047,3,0.1931,0.335,0.294
eval_percent,2.0,window_2.0s,70.0%,stride_70.0%,True,12.754492282867432,4,0.1788,0.332,0.277
eval_percent,2.0,window_2.0s,80.0%,stride_80.0%,True,12.062805891036987,1,0.1574,0.334,0.287
eval_percent,2.0,window_2.0s,90.0%,stride_90.0%,True,11.068268060684204,2,0.1511,0.333,0.285
