eval_type,window,stride,success,duration_seconds,worker_id,window_f1,word_f1,combined_iou
eval_percent,window_0.8s,stride_100.0%,True,320.3610327243805,2,0.17,0.5922,0.0771
eval_percent,window_0.8s,stride_40.0%,True,789.7342340946198,1,0.1714,0.7904,0.0872
eval_percent,window_0.8s,stride_30.0%,True,990.0286860466003,4,0.1744,0.8315,0.089
eval_percent,window_0.8s,stride_20.0%,True,1431.1413888931274,3,0.1728,0.8597,0.0844
eval_percent,window_0.8s,stride_60.0%,True,573.2110257148743,3,0.1758,0.7208,0.0885
eval_percent,window_0.8s,stride_50.0%,True,648.0437362194061,2,0.1739,0.7627,0.088
eval_percent,window_0.8s,stride_70.0%,True,501.8401663303375,4,0.1704,0.692,0.09
eval_percent,window_0.8s,stride_90.0%,True,408.919376373291,2,0.1726,0.6403,0.0807
eval_percent,window_0.8s,stride_80.0%,True,445.7864480018616,1,0.1632,0.65,0.084
eval_percent,window_0.8s,stride_10.0%,True,2749.0701847076416,1,0.1736,0.898,0.08
eval_percent,window_0.9s,stride_100.0%,True,280.6930031776428,4,0.1891,0.5655,0.0662
eval_percent,window_0.9s,stride_40.0%,True,726.4657294750214,3,0.1877,0.7442,0.0735
eval_percent,window_0.9s,stride_30.0%,True,907.2132258415222,2,0.1818,0.7826,0.0744
eval_percent,window_0.9s,stride_20.0%,True,1291.3468852043152,1,0.1829,0.8094,0.0702
eval_percent,window_0.9s,stride_50.0%,True,539.4716365337372,4,0.1834,0.7208,0.0741
eval_percent,window_0.9s,stride_60.0%,True,455.7630751132965,1,0.1821,0.6737,0.0737
eval_percent,window_0.9s,stride_70.0%,True,380.892475605011,2,0.1845,0.6279,0.072
eval_percent,window_0.9s,stride_80.0%,True,343.6194603443146,3,0.1824,0.6077,0.0711
eval_percent,window_0.9s,stride_90.0%,True,313.1941297054291,4,0.1788,0.5736,0.0688
eval_percent,window_1.0s,stride_100.0%,True,278.69537138938904,2,0.2003,0.5377,0.0543
eval_percent,window_0.9s,stride_10.0%,True,2408.200187444687,3,0.186,0.858,0.0678
eval_percent,window_1.0s,stride_40.0%,True,615.4304778575897,1,0.1914,0.7273,0.0652
eval_percent,window_1.0s,stride_30.0%,True,780.4497785568237,4,0.1914,0.7442,0.0625
eval_percent,window_1.0s,stride_20.0%,True,1111.294909477234,3,0.191,0.7962,0.0648
eval_percent,window_1.0s,stride_50.0%,True,460.64584374427795,2,0.1879,0.669,0.0622
eval_percent,window_1.0s,stride_60.0%,True,393.472448348999,3,0.1943,0.6596,0.0637
eval_percent,window_1.0s,stride_70.0%,True,349.97058510780334,4,0.1958,0.6179,0.0675
eval_percent,window_1.0s,stride_80.0%,True,280.43441104888916,1,0.1819,0.5709,0.0564
eval_percent,window_1.0s,stride_90.0%,True,255.78948831558228,2,0.1951,0.5377,0.0564
eval_percent,window_1.0s,stride_10.0%,True,2016.5575222969055,1,0.1899,0.8333,0.0645
eval_percent,window_1.1s,stride_100.0%,True,208.89626502990723,4,0.2009,0.488,0.047
eval_percent,window_1.1s,stride_40.0%,True,522.9799115657806,3,0.1933,0.6737,0.0544
eval_percent,window_1.1s,stride_30.0%,True,654.8733348846436,2,0.1892,0.7077,0.0566
eval_percent,window_1.1s,stride_20.0%,True,937.2005462646484,1,0.1932,0.7566,0.057
eval_percent,window_1.1s,stride_50.0%,True,395.58111095428467,4,0.1979,0.6204,0.055
eval_percent,window_1.1s,stride_60.0%,True,332.1308431625366,1,0.1912,0.6026,0.0531
eval_percent,window_1.1s,stride_70.0%,True,286.7920422554016,2,0.1947,0.5655,0.0549
eval_percent,window_1.1s,stride_80.0%,True,260.5983934402466,3,0.1878,0.5405,0.0521
eval_percent,window_1.1s,stride_90.0%,True,238.12855792045593,4,0.1686,0.4444,0.0456
eval_percent,window_1.2s,stride_100.0%,True,212.02092671394348,2,0.1946,0.454,0.0382
eval_percent,window_1.1s,stride_10.0%,True,1824.5068888664246,3,0.1932,0.8,0.0563
eval_percent,window_1.2s,stride_40.0%,True,485.2510187625885,1,0.192,0.6103,0.0474
eval_percent,window_1.2s,stride_30.0%,True,608.464328289032,4,0.1845,0.6714,0.0509
eval_percent,window_1.2s,stride_20.0%,True,857.0290682315826,3,0.1907,0.7033,0.0478
eval_percent,window_1.2s,stride_50.0%,True,362.90518617630005,2,0.1899,0.6,0.0475
eval_percent,window_1.2s,stride_60.0%,True,311.8400616645813,3,0.1763,0.5176,0.0431
eval_percent,window_1.2s,stride_70.0%,True,273.2379939556122,4,0.1859,0.5234,0.045
eval_percent,window_1.2s,stride_80.0%,True,243.5681290626526,1,0.2003,0.5059,0.0454
eval_percent,window_1.2s,stride_90.0%,True,235.5941460132599,2,0.1841,0.4315,0.0365
eval_percent,window_1.3s,stride_100.0%,True,171.25457763671875,4,0.1829,0.3983,0.0318
eval_percent,window_1.2s,stride_10.0%,True,1637.5541062355042,1,0.1933,0.7727,0.0495
eval_percent,window_1.3s,stride_40.0%,True,429.91027665138245,3,0.1947,0.6,0.0458
eval_percent,window_1.3s,stride_30.0%,True,541.7982518672943,2,0.1879,0.6452,0.0448
eval_percent,window_1.3s,stride_20.0%,True,742.725329875946,1,0.1964,0.7099,0.0468
eval_percent,window_1.3s,stride_50.0%,True,324.00944995880127,4,0.1885,0.5545,0.0428
eval_percent,window_1.3s,stride_60.0%,True,275.20099210739136,1,0.195,0.5434,0.0422
eval_percent,window_1.3s,stride_70.0%,True,242.14730834960938,2,0.2011,0.5089,0.0398
eval_percent,window_1.3s,stride_80.0%,True,212.44722867012024,3,0.2011,0.4727,0.041
eval_percent,window_1.3s,stride_10.0%,True,1380.0253880023956,3,0.196,0.7627,0.046
eval_percent,window_1.3s,stride_90.0%,True,195.3347771167755,4,0.2002,0.4508,0.0378
eval_percent,window_1.4s,stride_100.0%,True,194.5831196308136,2,0.1922,0.3983,0.029
eval_percent,window_1.4s,stride_30.0%,True,638.7341845035553,4,0.1978,0.6204,0.0403
eval_percent,window_1.4s,stride_40.0%,True,492.5876922607422,1,0.1933,0.5682,0.0376
eval_percent,window_1.4s,stride_20.0%,True,905.7078783512115,3,0.1988,0.6667,0.0394
eval_percent,window_1.4s,stride_60.0%,True,329.10918378829956,3,0.2049,0.5234,0.0365
eval_percent,window_1.4s,stride_50.0%,True,377.04339599609375,2,0.1876,0.5263,0.035
eval_percent,window_1.4s,stride_70.0%,True,271.9455955028534,4,0.1734,0.4348,0.0334
eval_percent,window_1.4s,stride_80.0%,True,245.65348362922668,1,0.1944,0.454,0.0354
eval_percent,window_1.4s,stride_90.0%,True,226.34608578681946,2,0.1984,0.4118,0.033
eval_percent,window_1.5s,stride_100.0%,True,202.76593780517578,4,0.2074,0.3812,0.0317
eval_percent,window_1.4s,stride_10.0%,True,1639.1851665973663,1,0.1948,0.7273,0.041
eval_percent,window_1.5s,stride_40.0%,True,463.75949692726135,3,0.1903,0.5147,0.0312
eval_percent,window_1.5s,stride_30.0%,True,583.0301520824432,2,0.1946,0.5736,0.0341
eval_percent,window_1.5s,stride_20.0%,True,835.9462893009186,1,0.1974,0.6354,0.0374
eval_percent,window_1.5s,stride_50.0%,True,351.15325689315796,4,0.2089,0.5176,0.0362
eval_percent,window_1.5s,stride_60.0%,True,300.50046610832214,1,0.2025,0.488,0.0336
eval_percent,window_1.5s,stride_70.0%,True,262.04200291633606,2,0.1834,0.425,0.0327
eval_percent,window_1.5s,stride_80.0%,True,226.5070264339447,3,0.1927,0.4084,0.0278
eval_percent,window_1.5s,stride_90.0%,True,215.34269070625305,4,0.1884,0.3846,0.0289
eval_percent,window_1.6s,stride_100.0%,True,189.5340964794159,2,0.1794,0.3311,0.0238
eval_percent,window_1.5s,stride_10.0%,True,1565.5715188980103,3,0.196,0.701,0.0379
eval_percent,window_1.6s,stride_40.0%,True,444.80919885635376,1,0.1743,0.488,0.0297
eval_percent,window_1.6s,stride_30.0%,True,546.7847292423248,4,0.2002,0.5843,0.0341
eval_percent,window_1.6s,stride_20.0%,True,780.8242328166962,3,0.1899,0.6128,0.0345
eval_percent,window_1.6s,stride_50.0%,True,334.24435687065125,2,0.1999,0.491,0.0313
eval_percent,window_1.6s,stride_60.0%,True,288.5939555168152,3,0.2058,0.4727,0.0331
eval_percent,window_1.6s,stride_70.0%,True,245.93665194511414,4,0.1902,0.4476,0.0317
eval_percent,window_1.6s,stride_80.0%,True,219.11400866508484,1,0.1722,0.3529,0.0242
eval_percent,window_1.6s,stride_90.0%,True,207.4605004787445,2,0.1858,0.3812,0.0255
eval_percent,window_1.6s,stride_10.0%,True,1463.2997677326202,1,0.1934,0.676,0.034
eval_percent,window_1.7s,stride_100.0%,True,171.21115517616272,4,0.1772,0.3087,0.0229
eval_percent,window_1.7s,stride_40.0%,True,418.22186064720154,3,0.1891,0.5059,0.0291
eval_percent,window_1.7s,stride_30.0%,True,529.0019636154175,2,0.1898,0.5462,0.0299
eval_percent,window_1.7s,stride_20.0%,True,732.9912462234497,1,0.1927,0.5869,0.0318
eval_percent,window_1.7s,stride_60.0%,True,277.3368408679962,1,0.1949,0.438,0.0284
eval_percent,window_1.7s,stride_50.0%,True,315.57364296913147,4,0.1798,0.4444,0.026
eval_percent,window_1.7s,stride_70.0%,True,231.5064516067505,2,0.1808,0.3983,0.0248
eval_percent,window_1.7s,stride_80.0%,True,205.7148826122284,3,0.1789,0.3881,0.0268
eval_percent,window_1.7s,stride_90.0%,True,187.22241520881653,4,0.202,0.3812,0.0239
eval_percent,window_1.7s,stride_10.0%,True,1377.0676565170288,3,0.1888,0.6279,0.0317
eval_percent,window_1.8s,stride_100.0%,True,159.5508360862732,2,0.1905,0.3274,0.023
eval_percent,window_1.8s,stride_40.0%,True,398.9113528728485,1,0.1865,0.4758,0.025
eval_percent,window_1.8s,stride_30.0%,True,497.9591414928436,4,0.1983,0.5205,0.0267
eval_percent,window_1.8s,stride_20.0%,True,705.9509825706482,3,0.1909,0.5816,0.0289
eval_percent,window_1.8s,stride_50.0%,True,301.5546097755432,2,0.1902,0.4444,0.0252
eval_percent,window_1.8s,stride_60.0%,True,259.336452960968,3,0.1917,0.4151,0.0233
eval_percent,window_1.8s,stride_70.0%,True,214.11392784118652,4,0.1919,0.3915,0.0237
eval_percent,window_1.8s,stride_80.0%,True,202.38533473014832,1,0.1955,0.3881,0.0238
eval_percent,window_1.8s,stride_90.0%,True,186.86273169517517,2,0.1885,0.3493,0.023
eval_percent,window_1.8s,stride_10.0%,True,1325.9735279083252,1,0.1912,0.6378,0.0314
eval_percent,window_1.9s,stride_100.0%,True,165.54707670211792,4,0.1761,0.2896,0.0185
eval_percent,window_1.9s,stride_40.0%,True,379.21916460990906,3,0.1761,0.454,0.0242
eval_percent,window_1.9s,stride_30.0%,True,478.52626156806946,2,0.1803,0.491,0.0263
eval_percent,window_1.9s,stride_20.0%,True,671.792555809021,1,0.1795,0.5405,0.0272
eval_percent,window_1.9s,stride_50.0%,True,285.52100944519043,4,0.1726,0.4084,0.0218
eval_percent,window_1.9s,stride_60.0%,True,242.88612246513367,1,0.1985,0.4118,0.0223
eval_percent,window_1.9s,stride_70.0%,True,218.0473198890686,2,0.2002,0.3983,0.0247
eval_percent,window_1.9s,stride_80.0%,True,184.13679027557373,3,0.1757,0.3565,0.0217
eval_percent,window_1.9s,stride_90.0%,True,179.11068749427795,4,0.1847,0.3311,0.0219
eval_percent,window_1.9s,stride_10.0%,True,1260.3816015720367,3,0.1785,0.6052,0.0286
eval_percent,window_2.0s,stride_100.0%,True,152.96022939682007,2,0.1701,0.27,0.0168
eval_percent,window_2.0s,stride_40.0%,True,405.4754297733307,1,0.1655,0.425,0.0222
eval_percent,window_2.0s,stride_30.0%,True,505.8977360725403,4,0.1788,0.4789,0.024
eval_percent,window_2.0s,stride_20.0%,True,720.8613030910492,3,0.1782,0.5059,0.0233
eval_percent,window_2.0s,stride_50.0%,True,307.48109769821167,2,0.1742,0.4017,0.0213
eval_percent,window_2.0s,stride_60.0%,True,261.62055921554565,3,0.1751,0.3636,0.021
eval_percent,window_2.0s,stride_70.0%,True,221.90455603599548,4,0.1641,0.3237,0.0174
eval_percent,window_2.0s,stride_80.0%,True,190.91277289390564,1,0.1627,0.3049,0.0188
eval_percent,window_2.0s,stride_90.0%,True,171.8246681690216,2,0.1723,0.2857,0.0182
eval_percent,window_2.0s,stride_10.0%,True,1240.7890558242798,1,0.1778,0.5545,0.0241
